counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
4.0,1387.45,1384.5,FMBCH,0.0,1384.5,1387.72,1386.27,30604.0,10.99,0.79,1.77,56.53,14.73,3407798.23,60287.2,2458250000.0,2025-03-27,14:50:23
5.0,,,ICON,0.0,17.95,17.95,17.95,0.0,0.27,1.5,15.98,6.26,0.99,119906.0,19159.35,6680000000.0,2025-03-27,14:50:23
6.0,1791.67,1791.65,ILLOVO,0.0,1791.65,1791.67,1791.67,9603.0,5.0,0.28,1.77,56.48,8.59,1278256.91,22632.0,713444391.0,2025-03-27,14:50:23
7.0,19.0,19.0,MPICO,0.0,19.0,19.0,19.0,5610.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-27,14:50:23
8.0,6200.1,6200.09,NBM,0.0,6200.1,6200.07,6200.1,10754.0,102.8,1.66,2.5,40.07,14.02,2895023.47,72245.0,466931738.0,2025-03-27,14:50:23
9.0,348.25,348.05,NBS,0.0,348.05,348.25,348.19,150035.0,4.54,1.3,2.9,34.5,20.26,1013432.54,29378.0,2910573356.0,2025-03-27,14:50:23
10.0,776.96,776.85,NICO,0.0,776.89,776.99,776.92,26786.0,10.0,1.29,3.84,26.06,8.9,810359.49,31096.0,1043041096.0,2025-03-27,14:50:23
11.0,634.97,634.97,NITL,634.97,690.0,634.97,634.97,5.0,6.5,1.02,25.09,3.99,1.9,85720.95,21504.55,135000000.0,2025-03-27,14:50:23
12.0,,,OMU,1950.05,0.0,1950.03,1950.03,0.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-27,14:50:23
13.0,2875.01,2875.01,PCL,2875.01,0.0,2875.0,2875.01,705.0,46.0,1.6,11.69,8.55,1.31,345736.69,40421.0,120255820.0,2025-03-27,14:50:23
14.0,,,STANDARD,7945.0,0.0,7941.08,7941.08,0.0,161.93,2.04,4.63,21.58,7.17,1863518.65,86365.0,234668162.0,2025-03-27,14:50:23
15.0,,,SUNBIRD,300.14,0.0,300.14,300.14,0.0,7.7,2.57,6.69,14.95,1.62,78511.4,5251.9,261582580.0,2025-03-27,14:50:23
16.0,24.95,24.92,TNM,0.0,24.93,24.96,24.93,85841.0,0.0,0.0,-1.9,-52.59,5.99,250308.42,-4760.0,10040450000.0,2025-03-27,14:50:23
1.0,128.24,128.23,AIRTEL,128.23,135.0,128.21,128.23,60000.0,0.0,0.0,-1.09,-91.45,-132.99,1410530.0,-15424.24,11000000000.0,2025-03-26,14:40:24
2.0,,,BHL,0.0,14.54,14.54,14.54,0.0,0.0,0.0,-0.93,-107.81,12.41,85469.83,-792.76,5878254935.0,2025-03-26,14:40:24
3.0,315.2,315.18,FDHB,0.0,315.19,315.19,315.19,131578.0,3.28,1.04,1.64,61.02,37.05,2175136.04,35646.93,6901031250.0,2025-03-26,14:40:24
4.0,1387.9,1387.49,FMBCH,0.0,1387.25,1388.7,1387.72,13956.0,10.99,0.79,1.77,56.59,14.74,3411362.69,60287.2,2458250000.0,2025-03-26,14:40:24
5.0,17.95,17.95,ICON,0.0,17.95,17.95,17.95,541.0,0.27,1.5,15.98,6.26,0.99,119906.0,19159.35,6680000000.0,2025-03-26,14:40:24
6.0,1791.68,1791.67,ILLOVO,0.0,1791.67,1791.68,1791.67,253.0,5.0,0.28,1.77,56.48,8.59,1278256.91,22632.0,713444391.0,2025-03-26,14:40:24
7.0,19.0,18.99,MPICO,0.0,19.0,19.0,19.0,79906.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-26,14:40:24
8.0,6200.12,6200.0,NBM,0.0,6200.0,6200.12,6200.07,7282.0,102.8,1.66,2.5,40.07,14.02,2895009.46,72245.0,466931738.0,2025-03-26,14:40:24
9.0,348.34,347.99,NBS,0.0,347.99,348.74,348.25,121820.0,4.54,1.3,2.9,34.5,20.26,1013607.17,29378.0,2910573356.0,2025-03-26,14:40:24
10.0,777.19,776.97,NICO,0.0,776.9,777.4,776.99,37233.0,10.0,1.29,3.84,26.06,8.9,810432.5,31096.0,1043041096.0,2025-03-26,14:40:24
11.0,,,NITL,634.09,690.0,634.97,634.97,0.0,6.5,1.02,25.09,3.99,1.9,85720.95,21504.55,135000000.0,2025-03-26,14:40:24
12.0,,,OMU,1950.05,0.0,1950.03,1950.03,0.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-26,14:40:24
13.0,2875.0,2875.0,PCL,2875.0,0.0,2875.0,2875.0,11000.0,46.0,1.6,11.69,8.55,1.31,345735.48,40421.0,120255820.0,2025-03-26,14:40:24
14.0,7941.08,7941.06,STANDARD,7941.07,0.0,7941.06,7941.08,7850.0,161.93,2.04,4.63,21.58,7.17,1863518.65,86365.0,234668162.0,2025-03-26,14:40:24
15.0,300.14,300.14,SUNBIRD,300.14,0.0,300.03,300.14,20.0,7.7,2.57,6.69,14.95,1.62,78511.4,5251.9,261582580.0,2025-03-26,14:40:24
16.0,24.97,24.95,TNM,0.0,24.95,24.98,24.96,133247.0,0.0,0.0,-1.9,-52.65,6.0,250609.63,-4760.0,10040450000.0,2025-03-26,14:40:24
1.0,128.22,128.21,AIRTEL,128.22,135.0,128.17,128.21,177820.0,0.0,0.0,-1.09,-91.43,-132.97,1410310.0,-15424.24,11000000000.0,2025-03-25,14:46:25
2.0,14.54,14.54,BHL,0.0,14.54,14.54,14.54,10342.0,0.0,0.0,-0.93,-107.81,12.41,85469.83,-792.76,5878254935.0,2025-03-25,14:46:25
3.0,315.2,315.18,FDHB,0.0,315.2,315.2,315.19,158121.0,3.28,1.04,1.64,61.02,37.05,2175136.04,35646.93,6901031250.0,2025-03-25,14:46:25
4.0,1389.5,1387.9,FMBCH,0.0,1387.9,1402.69,1388.7,12422.0,10.99,0.79,1.77,56.63,14.75,3413771.78,60287.2,2458250000.0,2025-03-25,14:46:25
5.0,17.95,17.94,ICON,0.0,17.95,17.94,17.95,5500.0,0.27,1.5,15.98,6.26,0.99,119906.0,19159.35,6680000000.0,2025-03-25,14:46:25
6.0,1791.69,1791.68,ILLOVO,0.0,1791.68,1791.69,1791.68,5216.0,5.0,0.28,1.77,56.48,8.59,1278264.05,22632.0,713444391.0,2025-03-25,14:46:25
7.0,19.0,19.0,MPICO,0.0,19.0,19.0,19.0,17900.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-25,14:46:25
8.0,6200.12,6200.11,NBM,0.0,6200.12,6200.11,6200.12,9102.0,102.8,1.66,2.5,40.07,14.02,2895032.81,72245.0,466931738.0,2025-03-25,14:46:25
9.0,348.95,348.35,NBS,0.0,348.35,348.95,348.74,400902.0,4.54,1.3,2.89,34.55,20.29,1015033.35,29378.0,2910573356.0,2025-03-25,14:46:25
10.0,777.49,777.2,NICO,0.0,777.2,778.17,777.4,32943.0,10.0,1.29,3.83,26.08,8.91,810860.15,31096.0,1043041096.0,2025-03-25,14:46:25
11.0,690.0,634.09,NITL,634.09,690.0,634.09,634.97,18069.0,6.5,1.02,25.09,3.99,1.9,85720.95,21504.55,135000000.0,2025-03-25,14:46:25
12.0,,,OMU,1950.05,0.0,1950.03,1950.03,0.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-25,14:46:25
13.0,2875.01,2875.0,PCL,2875.0,0.0,2500.19,2875.0,266876.0,46.0,1.6,11.69,8.55,1.31,345735.48,40421.0,120255820.0,2025-03-25,14:46:25
14.0,7941.06,7941.02,STANDARD,7941.05,0.0,7935.07,7941.06,7568.0,161.93,2.04,4.63,21.58,7.17,1863513.95,86365.0,234668162.0,2025-03-25,14:46:25
15.0,,,SUNBIRD,300.14,0.0,300.03,300.03,0.0,7.7,2.57,6.69,14.94,1.62,78482.62,5251.9,261582580.0,2025-03-25,14:46:25
16.0,24.98,24.98,TNM,0.0,24.98,25.0,24.98,185560.0,0.0,0.0,-1.9,-52.69,6.01,250810.44,-4760.0,10040450000.0,2025-03-25,14:46:25
1.0,128.18,128.12,AIRTEL,128.18,135.0,128.05,128.17,1330015.0,0.0,0.0,-1.09,-91.41,-132.93,1409870.0,-15424.24,11000000000.0,2025-03-24,14:33:22
2.0,,,BHL,0.0,14.54,14.54,14.54,0.0,0.0,0.0,-0.93,-107.81,12.41,85469.83,-792.76,5878254935.0,2025-03-24,14:33:22
3.0,315.2,315.18,FDHB,0.0,315.19,315.2,315.2,354424.0,3.28,1.04,1.64,61.02,37.06,2175205.05,35646.93,6901031250.0,2025-03-24,14:33:22
4.0,1412.0,1390.0,FMBCH,0.0,1389.5,1412.23,1402.69,52367.0,10.99,0.78,1.75,57.2,14.9,3448162.69,60287.2,2458250000.0,2025-03-24,14:33:22
5.0,,,ICON,0.0,17.94,17.94,17.94,0.0,0.27,1.51,15.99,6.25,0.99,119839.2,19159.35,6680000000.0,2025-03-24,14:33:22
6.0,1791.69,1791.69,ILLOVO,0.0,1791.69,1791.69,1791.69,500.0,5.0,0.28,1.77,56.48,8.59,1278271.18,22632.0,713444391.0,2025-03-24,14:33:22
7.0,,,MPICO,0.0,19.0,19.0,19.0,0.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-24,14:33:22
8.0,6200.12,6200.09,NBM,0.0,6200.12,6200.11,6200.11,12534.0,102.8,1.66,2.5,40.07,14.02,2895028.14,72245.0,466931738.0,2025-03-24,14:33:22
9.0,348.95,348.95,NBS,0.0,348.95,349.01,348.95,95859.0,4.54,1.3,2.89,34.57,20.3,1015644.57,29378.0,2910573356.0,2025-03-24,14:33:22
10.0,779.0,777.5,NICO,0.0,777.5,779.02,778.17,40759.0,10.0,1.29,3.83,26.1,8.92,811663.29,31096.0,1043041096.0,2025-03-24,14:33:22
11.0,,,NITL,634.09,690.0,634.09,634.09,0.0,6.5,1.03,25.12,3.98,1.9,85602.15,21504.55,135000000.0,2025-03-24,14:33:22
12.0,,,OMU,1950.04,0.0,1950.03,1950.03,0.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-24,14:33:22
13.0,,,PCL,2500.3,2875.0,2500.19,2500.19,0.0,46.0,1.84,13.44,7.44,1.14,300662.4,40421.0,120255820.0,2025-03-24,14:33:22
14.0,,,STANDARD,7941.0,0.0,7935.07,7935.07,0.0,161.93,2.04,4.64,21.56,7.17,1862108.29,86365.0,234668162.0,2025-03-24,14:33:22
15.0,,,SUNBIRD,300.13,0.0,300.03,300.03,0.0,7.7,2.57,6.69,14.94,1.62,78482.62,5251.9,261582580.0,2025-03-24,14:33:22
16.0,25.0,24.99,TNM,0.0,24.99,25.0,25.0,90000.0,0.0,0.0,-1.9,-52.73,6.01,251011.25,-4760.0,10040450000.0,2025-03-24,14:33:22
1.0,128.11,128.04,AIRTEL,128.11,135.0,128.11,128.05,20320.0,0.0,0.0,-1.1,-91.32,-132.8,1408550.0,-15424.24,11000000000.0,2025-03-21,14:54:40
2.0,14.54,14.54,BHL,0.0,14.54,14.54,14.54,668.0,0.0,0.0,-0.93,-107.81,12.41,85469.83,-792.76,5878254935.0,2025-03-21,14:54:40
3.0,315.2,315.18,FDHB,0.0,315.19,315.2,315.2,1775683.0,3.28,1.04,1.64,61.02,37.06,2175205.05,35646.93,6901031250.0,2025-03-21,14:54:40
4.0,1412.25,1412.0,FMBCH,1406.08,1412.0,1412.3,1412.23,6958.0,10.99,0.78,1.74,57.58,15.0,3471614.4,60287.2,2458250000.0,2025-03-21,14:54:40
5.0,17.94,17.94,ICON,0.0,17.94,17.95,17.94,16470.0,0.27,1.51,15.99,6.25,0.99,119839.2,19159.35,6680000000.0,2025-03-21,14:54:40
6.0,1791.69,1791.69,ILLOVO,0.0,1791.69,1791.69,1791.69,2979.0,5.0,0.28,1.77,56.48,8.59,1278271.18,22632.0,713444391.0,2025-03-21,14:54:40
7.0,19.0,19.0,MPICO,0.0,19.0,19.0,19.0,20760.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-21,14:54:40
8.0,6200.11,6200.1,NBM,0.0,6200.11,6200.12,6200.11,405724.0,102.8,1.66,2.5,40.07,14.02,2895028.14,72245.0,466931738.0,2025-03-21,14:54:40
9.0,349.09,348.95,NBS,0.0,348.95,349.01,349.01,254939.0,4.54,1.3,2.89,34.58,20.31,1015819.21,29378.0,2910573356.0,2025-03-21,14:54:40
10.0,779.14,779.0,NICO,0.0,779.0,779.24,779.02,12019.0,10.0,1.28,3.83,26.13,8.92,812549.87,31096.0,1043041096.0,2025-03-21,14:54:40
11.0,,,NITL,634.09,690.0,634.09,634.09,0.0,6.5,1.03,25.12,3.98,1.9,85602.15,21504.55,135000000.0,2025-03-21,14:54:40
12.0,,,OMU,1950.03,0.0,1950.03,1950.03,0.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-21,14:54:40
13.0,2500.5,2500.03,PCL,2500.5,0.0,2500.02,2500.19,51633.0,46.0,1.84,13.44,7.44,1.14,300662.4,40421.0,120255820.0,2025-03-21,14:54:40
14.0,,,STANDARD,7941.0,0.0,7935.07,7935.07,0.0,161.93,2.04,4.64,21.56,7.17,1862108.29,86365.0,234668162.0,2025-03-21,14:54:40
15.0,,,SUNBIRD,300.13,0.0,300.03,300.03,0.0,7.7,2.57,6.69,14.94,1.62,78482.62,5251.9,261582580.0,2025-03-21,14:54:40
16.0,25.0,25.0,TNM,0.0,25.0,26.18,25.0,5194.0,0.0,0.0,-1.9,-52.73,6.01,251011.25,-4760.0,10040450000.0,2025-03-21,14:54:40
1.0,128.11,128.11,AIRTEL,128.05,128.11,128.11,128.11,180.0,0.0,0.0,-1.09,-91.36,-132.86,1409210.0,-15424.24,11000000000.0,2025-03-20,14:40:37
2.0,14.54,14.54,BHL,0.0,14.54,14.54,14.54,13500.0,0.0,0.0,-0.93,-107.81,12.41,85469.83,-792.76,5878254935.0,2025-03-20,14:40:37
3.0,315.2,315.17,FDHB,315.2,315.19,315.18,315.2,2952234.0,3.28,1.04,1.64,61.02,37.06,2175205.05,35646.93,6901031250.0,2025-03-20,14:40:37
4.0,1412.3,1412.25,FMBCH,1406.08,1412.25,1412.43,1412.3,5922.0,10.99,0.78,1.74,57.59,15.0,3471786.48,60287.2,2458250000.0,2025-03-20,14:40:37
5.0,,,ICON,0.0,17.95,17.95,17.95,0.0,0.27,1.5,15.98,6.26,0.99,119906.0,19159.35,6680000000.0,2025-03-20,14:40:37
6.0,1791.69,1791.69,ILLOVO,0.0,1791.69,1791.7,1791.69,3969.0,5.0,0.28,1.77,56.48,8.59,1278271.18,22632.0,713444391.0,2025-03-20,14:40:37
7.0,19.0,19.0,MPICO,0.0,19.0,19.0,19.0,42264.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-20,14:40:37
8.0,6200.12,6200.12,NBM,0.0,6200.11,6200.13,6200.12,1896.0,102.8,1.66,2.5,40.07,14.02,2895032.81,72245.0,466931738.0,2025-03-20,14:40:37
9.0,349.1,348.99,NBS,0.0,349.0,349.2,349.01,421149.0,4.54,1.3,2.89,34.58,20.31,1015819.21,29378.0,2910573356.0,2025-03-20,14:40:37
10.0,779.29,779.14,NICO,0.0,779.14,779.42,779.24,19445.0,10.0,1.28,3.83,26.14,8.93,812779.34,31096.0,1043041096.0,2025-03-20,14:40:37
11.0,,,NITL,634.09,690.0,634.09,634.09,0.0,6.5,1.03,25.12,3.98,1.9,85602.15,21504.55,135000000.0,2025-03-20,14:40:37
12.0,1950.03,1950.03,OMU,1950.03,0.0,1950.03,1950.03,278.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-20,14:40:37
13.0,,,PCL,2500.02,0.0,2500.02,2500.02,0.0,46.0,1.84,13.44,7.44,1.14,300641.96,40421.0,120255820.0,2025-03-20,14:40:37
14.0,7940.0,7935.03,STANDARD,7940.0,0.0,7935.01,7935.07,14645.0,161.93,2.04,4.64,21.56,7.17,1862108.29,86365.0,234668162.0,2025-03-20,14:40:37
15.0,,,SUNBIRD,300.13,0.0,300.03,300.03,0.0,7.7,2.57,6.69,14.94,1.62,78482.62,5251.9,261582580.0,2025-03-20,14:40:37
16.0,,,TNM,0.0,25.0,26.18,26.18,0.0,0.0,0.0,-1.81,-55.22,6.29,262858.98,-4760.0,10040450000.0,2025-03-20,14:40:37
1.0,129.05,128.04,AIRTEL,128.05,135.0,128.04,128.11,193783.0,0.0,0.0,-1.09,-91.36,-132.86,1409210.0,-15424.24,11000000000.0,2025-03-19,15:02:12
2.0,14.54,14.54,BHL,0.0,14.54,14.55,14.54,12924.0,0.0,0.0,-0.93,-107.81,12.41,85469.83,-792.76,5878254935.0,2025-03-19,15:02:12
3.0,315.19,315.17,FDHB,0.0,315.18,315.2,315.18,102630.0,3.28,1.04,1.64,61.02,37.05,2175067.03,35646.93,6901031250.0,2025-03-19,15:02:12
4.0,1412.45,1412.3,FMBCH,1406.08,1412.3,1412.5,1412.43,10162.0,10.99,0.78,1.74,57.59,15.01,3472106.05,60287.2,2458250000.0,2025-03-19,15:02:12
5.0,17.95,17.95,ICON,0.0,17.95,17.97,17.95,7233.0,0.27,1.5,15.98,6.26,0.99,119906.0,19159.35,6680000000.0,2025-03-19,15:02:12
6.0,1791.7,1791.7,ILLOVO,0.0,1791.7,1791.75,1791.7,15275.0,5.0,0.28,1.77,56.48,8.59,1278278.32,22632.0,713444391.0,2025-03-19,15:02:12
7.0,,,MPICO,19.0,0.0,19.0,19.0,0.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-19,15:02:12
8.0,6200.14,6200.12,NBM,6200.07,6200.12,6200.13,6200.13,18388.0,102.8,1.66,2.5,40.07,14.02,2895037.48,72245.0,466931738.0,2025-03-19,15:02:12
9.0,349.3,349.1,NBS,0.0,349.1,349.36,349.2,984602.0,4.54,1.3,2.89,34.6,20.32,1016372.22,29378.0,2910573356.0,2025-03-19,15:02:12
10.0,779.99,779.4,NICO,0.0,779.3,790.49,779.42,63141.0,10.0,1.28,3.83,26.14,8.93,812967.09,31096.0,1043041096.0,2025-03-19,15:02:12
11.0,634.09,634.09,NITL,634.08,690.0,634.09,634.09,4197.0,6.5,1.03,25.12,3.98,1.9,85602.15,21504.55,135000000.0,2025-03-19,15:02:12
12.0,1950.03,1950.03,OMU,0.0,1950.03,1950.03,1950.03,15399.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-19,15:02:12
13.0,2500.02,2500.02,PCL,2500.02,0.0,2500.02,2500.02,14737.0,46.0,1.84,13.44,7.44,1.14,300641.96,40421.0,120255820.0,2025-03-19,15:02:12
14.0,7935.01,7935.01,STANDARD,7935.02,0.0,7930.04,7935.01,45.0,161.93,2.04,4.64,21.56,7.17,1862094.21,86365.0,234668162.0,2025-03-19,15:02:12
15.0,,,SUNBIRD,300.13,0.0,300.03,300.03,0.0,7.7,2.57,6.69,14.94,1.62,78482.62,5251.9,261582580.0,2025-03-19,15:02:12
16.0,26.19,26.18,TNM,0.0,26.1,26.29,26.18,3854665.0,0.0,0.0,-1.81,-55.22,6.29,262858.98,-4760.0,10040450000.0,2025-03-19,15:02:12
1.0,128.04,128.04,AIRTEL,128.04,0.0,128.04,128.04,2793.0,0.0,0.0,-1.1,-91.31,-132.79,1408440.0,-15424.24,11000000000.0,2025-03-18,15:08:15
2.0,14.55,14.55,BHL,0.0,14.55,14.55,14.55,10000.0,0.0,0.0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935.0,2025-03-18,15:08:15
3.0,315.2,315.02,FDHB,0.0,315.2,315.19,315.2,228156.0,3.28,1.04,1.64,61.02,37.06,2175205.05,35646.93,6901031250.0,2025-03-18,15:08:15
4.0,1412.51,1412.45,FMBCH,1406.08,1412.45,1412.53,1412.5,27908.0,10.99,0.78,1.74,57.6,15.01,3472278.13,60287.2,2458250000.0,2025-03-18,15:08:15
5.0,,,ICON,0.0,17.95,17.97,17.97,0.0,0.27,1.5,15.96,6.27,0.99,120039.6,19159.35,6680000000.0,2025-03-18,15:08:15
6.0,1791.9,1791.69,ILLOVO,0.0,1791.7,1791.7,1791.75,5320.0,5.0,0.28,1.77,56.48,8.59,1278313.99,22632.0,713444391.0,2025-03-18,15:08:15
7.0,,,MPICO,19.0,0.0,19.0,19.0,0.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-18,15:08:15
8.0,6200.13,6200.13,NBM,6200.13,0.0,6200.12,6200.13,1117.0,102.8,1.66,2.5,40.07,14.02,2895037.48,72245.0,466931738.0,2025-03-18,15:08:15
9.0,349.51,349.29,NBS,0.0,349.3,349.5,349.36,138216.0,4.54,1.3,2.89,34.61,20.33,1016837.91,29378.0,2910573356.0,2025-03-18,15:08:15
10.0,794.95,779.95,NICO,0.0,779.95,794.99,790.49,27309.0,10.0,1.27,3.77,26.52,9.06,824513.56,31096.0,1043041096.0,2025-03-18,15:08:15
11.0,634.09,634.08,NITL,634.08,0.0,634.08,634.09,96126.0,6.5,1.03,25.12,3.98,1.9,85602.15,21504.55,135000000.0,2025-03-18,15:08:15
12.0,,,OMU,1950.03,0.0,1950.03,1950.03,0.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-18,15:08:15
13.0,2500.02,2500.02,PCL,0.0,0.0,2500.02,2500.02,149839.0,46.0,1.84,13.44,7.44,1.14,300641.96,40421.0,120255820.0,2025-03-18,15:08:15
14.0,,,STANDARD,7935.0,0.0,7930.04,7930.04,0.0,108.24,1.36,2.82,35.43,9.6,1860927.91,52520.0,234668162.0,2025-03-18,15:08:15
15.0,,,SUNBIRD,300.13,0.0,300.03,300.03,0.0,7.7,2.57,6.69,14.94,1.62,78482.62,5251.9,261582580.0,2025-03-18,15:08:15
16.0,26.29,26.29,TNM,0.0,26.28,26.29,26.29,12475.0,0.0,0.0,-1.8,-55.45,6.32,263963.43,-4760.0,10040450000.0,2025-03-18,15:08:15
1.0,128.04,128.04,AIRTEL,128.04,0.0,128.04,128.04,254805.0,0.0,0.0,-1.1,-91.31,-132.79,1408440.0,-15424.24,11000000000.0,2025-03-17,14:59:28
2.0,,,BHL,0.0,14.55,14.55,14.55,0.0,0.0,0.0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935.0,2025-03-17,14:59:28
3.0,315.21,315.19,FDHB,315.19,0.0,315.19,315.19,2104252.0,3.28,1.04,1.64,61.02,37.05,2175136.04,35646.93,6901031250.0,2025-03-17,14:59:28
4.0,1412.54,1412.52,FMBCH,1406.08,1412.51,1412.54,1412.53,9984.0,10.99,0.78,1.74,57.6,15.01,3472351.87,60287.2,2458250000.0,2025-03-17,14:59:28
5.0,,,ICON,0.0,17.95,17.97,17.97,0.0,0.27,1.5,15.96,6.27,0.99,120039.6,19159.35,6680000000.0,2025-03-17,14:59:28
6.0,,,ILLOVO,1791.9,0.0,1791.7,1791.7,0.0,5.0,0.28,1.77,56.48,8.59,1278278.32,22632.0,713444391.0,2025-03-17,14:59:28
7.0,,,MPICO,19.0,0.0,19.0,19.0,0.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-17,14:59:28
8.0,6200.12,6200.12,NBM,6200.12,6510.08,6200.09,6200.12,5750.0,102.8,1.66,2.5,40.07,14.02,2895032.81,72245.0,466931738.0,2025-03-17,14:59:28
9.0,349.52,349.49,NBS,0.0,349.51,349.57,349.5,465370.0,4.54,1.3,2.89,34.63,20.34,1017245.39,29378.0,2910573356.0,2025-03-17,14:59:28
10.0,795.0,794.97,NICO,750.0,794.98,795.24,794.99,45596.0,10.0,1.26,3.75,26.67,9.11,829207.24,31096.0,1043041096.0,2025-03-17,14:59:28
11.0,,,NITL,634.08,0.0,634.08,634.08,0.0,6.5,1.03,25.12,3.98,1.9,85600.8,21504.55,135000000.0,2025-03-17,14:59:28
12.0,,,OMU,1950.03,0.0,1950.03,1950.03,0.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-17,14:59:28
13.0,2500.03,2500.02,PCL,0.0,2500.02,2500.03,2500.02,38690.0,46.0,1.84,13.44,7.44,1.14,300641.96,40421.0,120255820.0,2025-03-17,14:59:28
14.0,,,STANDARD,7935.0,0.0,7930.04,7930.04,0.0,108.24,1.36,2.82,35.43,9.6,1860927.91,52520.0,234668162.0,2025-03-17,14:59:28
15.0,,,SUNBIRD,300.13,0.0,300.03,300.03,0.0,7.7,2.57,6.69,14.94,1.62,78482.62,5251.9,261582580.0,2025-03-17,14:59:28
16.0,26.29,26.29,TNM,0.0,26.29,26.27,26.29,4800.0,0.0,0.0,-1.8,-55.45,6.32,263963.43,-4760.0,10040450000.0,2025-03-17,14:59:28
1.0,128.04,128.04,AIRTEL,128.04,0.0,128.01,128.04,1012834.0,0.0,0.0,-1.1,-91.31,-132.79,1408440.0,-15424.24,11000000000.0,2025-03-14,15:01:20
2.0,14.55,14.55,BHL,0.0,14.55,14.55,14.55,2987.0,0.0,0.0,-0.93,-107.89,12.42,85528.61,-792.76,5878254935.0,2025-03-14,15:01:20
3.0,315.2,315.18,FDHB,315.19,0.0,315.2,315.19,444758.0,3.28,1.04,1.64,61.02,37.05,2175136.04,35646.93,6901031250.0,2025-03-14,15:01:20
4.0,1412.59,1412.54,FMBCH,1405.99,1412.54,1412.59,1412.54,179126.0,10.99,0.78,1.74,57.6,15.01,3472376.46,60287.2,2458250000.0,2025-03-14,15:01:20
5.0,,,ICON,0.0,17.95,17.97,17.97,0.0,0.27,1.5,15.96,6.27,0.99,120039.6,19159.35,6680000000.0,2025-03-14,15:01:20
6.0,1791.9,1791.7,ILLOVO,1791.9,0.0,1791.7,1791.7,257408.0,5.0,0.28,1.77,56.48,8.59,1278278.32,22632.0,713444391.0,2025-03-14,15:01:20
7.0,19.0,19.0,MPICO,19.0,0.0,19.0,19.0,4900.0,0.38,2.0,12.53,7.98,0.76,43662.9,5468.81,2298047460.0,2025-03-14,15:01:20
8.0,6200.13,6200.08,NBM,6200.12,6510.08,6200.07,6200.09,6476.0,102.8,1.66,2.5,40.07,14.02,2895018.8,72245.0,466931738.0,2025-03-14,15:01:20
9.0,349.61,349.5,NBS,0.0,349.53,349.61,349.57,533550.0,4.54,1.3,2.89,34.63,20.34,1017449.13,29378.0,2910573356.0,2025-03-14,15:01:20
10.0,795.5,794.99,NICO,750.0,795.0,797.51,795.24,90515.0,10.0,1.26,3.75,26.67,9.11,829468.0,31096.0,1043041096.0,2025-03-14,15:01:20
11.0,634.08,634.08,NITL,634.08,0.0,634.06,634.08,10575.0,6.5,1.03,25.12,3.98,1.9,85600.8,21504.55,135000000.0,2025-03-14,15:01:20
12.0,,,OMU,1950.03,0.0,1950.03,1950.03,0.0,63.37,3.25,3.87,25.84,2.32,32855.37,1271.4,16848651.0,2025-03-14,15:01:20
13.0,2500.03,2500.02,PCL,2500.02,0.0,2500.02,2500.03,39293.0,46.0,1.84,13.44,7.44,1.14,300643.16,40421.0,120255820.0,2025-03-14,15:01:20
14.0,7930.07,7930.04,STANDARD,7935.0,0.0,7930.03,7930.04,1846.0,108.24,1.36,2.82,35.43,9.6,1860927.91,52520.0,234668162.0,2025-03-14,15:01:20
15.0,,,SUNBIRD,300.13,0.0,300.03,300.03,0.0,7.7,2.57,6.69,14.94,1.62,78482.62,5251.9,261582580.0,2025-03-14,15:01:20
16.0,26.3,26.25,TNM,0.0,26.29,26.25,26.27,480639.0,0.0,0.0,-1.8,-55.41,6.32,263762.62,-4760.0,10040450000.0,2025-03-14,15:01:20
